vendor_name,Category,Location,Price Tier,Price (LKR),Rating (out of 5),Experience (Years),Weddings Completed,Response Time (Hours),Verified,Number of Packages,Social Media Followers,Repeat Client Rate,Recommended
True Story Photography,Photographers,Gampaha,Mid-Range,133400,3.9,13,273,20.3,Yes,3,20911,0.41,Yes
Golden Spoon Catering,Catering,Kurunegala,Budget,146000,3.3,10,190,8.8,No,3,2638,0.24,No
Emerald Garden Lanka,Venues,Hambantota,Mid-Range,318800,4.8,13,169,11.6,Yes,5,12993,0.52,Yes
Prestige Cars Lanka,Wedding Cars,Badulla,Mid-Range,44200,3.8,1,17,11.6,Yes,4,1804,0.36,No
Bake House Colombo,Wedding Cakes,Trincomalee,Budget,16100,2.7,17,221,3.4,No,1,968,0.13,Yes
Amara Frames Lanka,Photographers,Colombo,Premium,298000,4.0,10,80,6.9,Yes,5,53103,0.34,Yes
Chitra Stationery Studio,Wedding Invitations,Galle,Mid-Range,39200,4.0,12,168,10.1,No,3,19825,0.29,Yes
Ceylon Classic Car Hire,Wedding Cars,Galle,Premium,122200,4.3,7,161,3.0,Yes,4,31854,0.36,Yes
Sugared Bliss Cakes,Wedding Cakes,Colombo,Budget,11500,3.8,6,78,5.1,Yes,3,10301,0.29,Yes
Malki Beauty Lounge,Attire & Beauty,Hambantota,Premium,350000,3.8,1,15,4.8,Yes,4,76847,0.37,Yes
The Royal Banquet Hall,Venues,Galle,Mid-Range,321000,3.5,1,9,7.2,Yes,5,16802,0.25,No
Royal Elegance Decor,Decorators,Kalutara,Premium,568700,4.2,6,138,2.1,Yes,5,24895,0.39,Yes
Crown Motor Services,Wedding Cars,Nuwara Eliya,Budget,10800,4.0,3,36,21.6,No,2,4921,0.35,No
Island Beats Lanka,Entertainment,Colombo,Budget,48500,2.8,10,120,6.0,Yes,2,5530,0.12,Yes
Ivory & Gold Decorators,Decorators,Nuwara Eliya,Budget,87400,3.2,13,250,22.2,No,3,4517,0.29,No
Royal Kitchen Catering,Catering,Kalutara,Mid-Range,430000,4.3,1,22,8.6,Yes,3,16587,0.35,Yes
Anusha Bridal Collections,Attire & Beauty,Anuradhapura,Premium,189600,4.4,1,9,6.2,Yes,6,41607,0.42,Yes
Ornate Invites Lanka,Wedding Invitations,Batticaloa,Premium,115300,4.7,4,92,4.2,Yes,5,66501,0.44,Yes
Nimasha Decor Studio,Decorators,Gampaha,Budget,39000,4.2,16,208,32.0,No,3,11981,0.48,Yes
The Cake Studio Lanka,Wedding Cakes,Galle,Budget,11000,3.7,1,25,30.5,No,2,1119,0.25,No
Golden Drape Atelier,Attire & Beauty,Kalutara,Premium,242400,3.2,5,60,5.5,Yes,5,18901,0.3,Yes
Nilmini Cake Designs,Wedding Cakes,Kandy,Mid-Range,69100,3.4,18,180,2.3,No,4,9292,0.27,Yes
Sandya Decorators,Decorators,Badulla,Premium,775200,4.3,6,120,7.2,Yes,5,19002,0.37,Yes
Grand Arrival Lanka,Wedding Cars,Colombo,Premium,70200,3.7,4,56,5.4,Yes,5,100000,0.39,Yes
Regal Bridal Lanka,Attire & Beauty,Gampaha,Mid-Range,94900,3.5,12,192,15.5,No,4,7705,0.18,No
Nimali Design Studio,Wedding Invitations,Ampara,Premium,132000,4.3,15,300,3.1,Yes,3,30398,0.5,Yes
Sapphire Banquet Lanka,Venues,Batticaloa,Premium,1830400,4.7,4,84,2.7,Yes,5,37177,0.4,Yes
Island Paradise Venue,Venues,Negombo,Mid-Range,226400,3.5,8,144,21.2,Yes,5,4872,0.26,No
Sandali Beauty Studio,Attire & Beauty,Mannar,Budget,21500,4.2,17,170,26.0,Yes,1,4179,0.39,Yes
Lush Floral Decor,Decorators,Colombo,Mid-Range,232400,4.3,8,192,5.6,Yes,4,3473,0.43,Yes
Glimpse Photography,Photographers,Jaffna,Mid-Range,93200,3.9,4,96,6.5,No,4,18039,0.4,Yes
Fondant Dreams Lanka,Wedding Cakes,Colombo,Mid-Range,36000,4.2,18,306,7.3,Yes,3,13786,0.48,Yes
Butter & Bloom Cakes,Wedding Cakes,Colombo,Mid-Range,54800,3.7,17,221,7.7,No,5,18724,0.36,Yes
Celebrate Cakes Lanka,Wedding Cakes,Kandy,Budget,11100,3.2,6,150,13.5,Yes,3,12376,0.18,Yes
Heaven's Gate Venue,Venues,Kalutara,Premium,1027200,4.5,6,90,7.0,No,6,7689,0.42,Yes
Regal Capture Lanka,Photographers,Galle,Premium,359300,4.5,9,207,2.4,Yes,6,31793,0.48,Yes
Thisara Bridal House,Attire & Beauty,Galle,Premium,390500,4.4,3,66,5.4,Yes,5,45247,0.5,Yes
Thisari Cake Studio,Wedding Cakes,Monaragala,Mid-Range,61000,4.8,16,352,4.3,Yes,3,20415,0.55,Yes
The Orchid Hall Lanka,Venues,Kandy,Budget,97200,3.4,4,64,13.7,Yes,2,9955,0.33,No
Sterling Car Hire Lanka,Wedding Cars,Colombo,Budget,13700,3.4,1,15,33.1,No,2,1365,0.27,No
Savor Lanka Catering,Catering,Batticaloa,Budget,174600,3.3,4,68,5.2,Yes,1,4491,0.2,No
Rolls Lanka Motors,Wedding Cars,Vavuniya,Mid-Range,46600,3.5,14,182,22.5,Yes,3,22817,0.21,Yes
Suresh Visual Studio,Photographers,Kalutara,Budget,51200,3.0,17,250,29.6,Yes,3,926,0.12,No
Nilaveli Bay Resort,Venues,Colombo,Mid-Range,371500,4.5,14,308,12.1,No,2,20816,0.51,Yes
Blush Print Lanka,Wedding Invitations,Colombo,Mid-Range,17800,4.5,5,50,9.0,No,5,21281,0.41,Yes
Royal Script Invitations,Wedding Invitations,Ratnapura,Premium,66700,4.2,11,165,0.5,Yes,3,33828,0.35,Yes
Araliya Catering,Catering,Gampaha,Mid-Range,435300,3.1,2,28,7.8,No,4,23765,0.15,No
Lakeside Manor Lanka,Venues,Colombo,Budget,119000,3.2,10,230,15.2,No,3,10338,0.19,No
Amali Makeup Studio,Attire & Beauty,Badulla,Mid-Range,121400,3.8,14,140,19.5,Yes,4,20459,0.31,Yes
Soundwave Entertainment,Entertainment,Colombo,Budget,37700,3.6,1,18,30.3,Yes,1,1198,0.25,No
Savoy Car Services,Wedding Cars,Matara,Premium,84500,5.0,13,234,5.1,Yes,3,52835,0.6,Yes
The Terrace Venue Lanka,Venues,Galle,Budget,53100,4.7,11,242,16.6,No,1,501,0.55,Yes
Eden Stationery Lanka,Wedding Invitations,Colombo,Mid-Range,29200,4.2,14,322,21.6,No,5,33552,0.4,Yes
Paradise Decor Lanka,Decorators,Kurunegala,Mid-Range,270100,3.7,11,110,17.7,No,2,20123,0.38,Yes
Dawn Light Photography,Photographers,Gampaha,Premium,209700,3.7,11,143,3.2,Yes,5,100000,0.28,No
Imara Lens Works,Photographers,Negombo,Mid-Range,144400,3.9,3,45,12.4,Yes,5,3922,0.35,No
Dewmi Bridal Couture,Attire & Beauty,Badulla,Mid-Range,73100,3.6,10,200,22.1,Yes,3,4278,0.33,Yes
Pearl Glow Beauty,Attire & Beauty,Galle,Budget,23400,4.1,17,250,17.9,No,1,2732,0.33,No
Elegant Tier Cakes,Wedding Cakes,Badulla,Mid-Range,52100,3.7,17,425,3.8,No,4,21075,0.32,Yes
Ivory Castle Hall,Venues,Colombo,Mid-Range,493000,3.5,6,126,14.7,Yes,5,3276,0.2,No
Gold Leaf Invitations,Wedding Invitations,Gampaha,Budget,12400,3.2,14,238,14.4,No,1,7275,0.19,No
Sandun Photography,Photographers,Galle,Mid-Range,169300,2.9,2,16,14.9,No,3,3422,0.15,No
Kasun Decorators,Decorators,Kalutara,Premium,560700,4.5,10,220,4.4,Yes,4,14501,0.47,Yes
Sithara Bridal Studio,Attire & Beauty,Kegalle,Budget,40500,3.0,4,40,25.4,No,2,1507,0.15,No
Velvet Touch Cards Lanka,Wedding Invitations,Kalutara,Mid-Range,36200,3.7,17,357,1.9,Yes,2,6308,0.37,Yes
Premier Events Lanka,Entertainment,Matara,Premium,281700,4.5,5,55,6.0,Yes,6,44002,0.48,Yes
Lakna Print Studio,Wedding Invitations,Matara,Mid-Range,49400,3.6,2,18,3.4,Yes,5,12541,0.28,No
Vivid Moments Lanka,Photographers,Kurunegala,Mid-Range,85300,3.3,18,414,1.4,Yes,3,13342,0.22,Yes
Gardenia Venue Lanka,Venues,Colombo,Premium,1541500,4.2,5,115,3.1,Yes,6,100000,0.42,Yes
Euphoria Band Lanka,Entertainment,Colombo,Budget,42000,3.3,11,198,35.9,Yes,2,1542,0.28,Yes
Starlight Decor Events,Decorators,Kandy,Mid-Range,149100,3.9,12,132,19.2,Yes,4,24785,0.29,No
Gala Events Sri Lanka,Entertainment,Gampaha,Mid-Range,136000,4.1,4,92,4.3,Yes,5,25566,0.35,Yes
Sudu Nelum Catering,Catering,Galle,Budget,182800,2.5,10,120,6.9,Yes,1,7408,0.04,No
Crafted With Love Lanka,Wedding Invitations,Puttalam,Budget,13800,3.8,16,250,10.8,No,1,2428,0.39,Yes
Heritage Catering Lanka,Catering,Gampaha,Mid-Range,429000,4.0,14,238,14.3,Yes,4,30347,0.3,Yes
Malsha Event Decor,Decorators,Kurunegala,Budget,34300,3.2,12,250,28.4,No,1,5297,0.22,No
Bridal Wheels Lanka,Wedding Cars,Badulla,Mid-Range,20000,3.2,18,378,13.6,No,4,6387,0.15,No
Fiesta Entertainment Lanka,Entertainment,Kandy,Mid-Range,64600,4.9,5,95,13.1,No,5,16292,0.48,Yes
Ayomi Bridal Boutique,Attire & Beauty,Colombo,Budget,44900,3.5,16,250,36.1,Yes,3,6655,0.28,Yes
Sethum Decorators,Decorators,Kurunegala,Budget,41200,3.5,17,153,6.5,Yes,1,7626,0.22,Yes
Regal Bloom Decor,Decorators,Galle,Premium,427500,4.2,6,84,4.7,Yes,5,18009,0.44,Yes
Moments by Kasun,Photographers,Colombo,Mid-Range,66000,3.9,2,46,6.0,No,5,5842,0.4,Yes
Nuwan Photography,Photographers,Colombo,Mid-Range,78700,3.9,7,126,19.5,Yes,5,40947,0.33,No
Nirosha Band Lanka,Entertainment,Kalutara,Premium,154000,4.7,16,240,4.7,Yes,5,66491,0.55,Yes
Diamond Drive Lanka,Wedding Cars,Negombo,Mid-Range,57300,3.6,9,189,2.7,Yes,3,15504,0.35,Yes
Noble Fleet Lanka,Wedding Cars,Ratnapura,Budget,8200,3.3,13,250,9.2,Yes,2,5887,0.29,Yes
Chauffeur Lanka,Wedding Cars,Colombo,Mid-Range,56200,5.0,9,162,22.8,Yes,4,30303,0.47,Yes
Vibrance Entertainment,Entertainment,Colombo,Budget,49300,2.2,2,40,35.6,Yes,3,10602,0.0,No
Silk & Grace Atelier,Attire & Beauty,Colombo,Budget,33500,3.8,1,24,21.2,No,3,7373,0.37,Yes
Danidu Catering,Catering,Galle,Mid-Range,340800,3.9,9,117,11.1,Yes,5,11705,0.29,Yes
Elegance Print Lanka,Wedding Invitations,Kandy,Budget,12300,3.1,11,209,8.2,Yes,1,3947,0.23,Yes
Chamara Beauty Studio,Attire & Beauty,Galle,Premium,388800,4.5,5,50,1.3,Yes,4,60543,0.46,Yes
Forever Frames Lanka,Photographers,Kurunegala,Mid-Range,117500,4.8,4,44,23.9,Yes,3,7060,0.55,Yes
Classy Auto Weddings,Wedding Cars,Gampaha,Premium,101200,4.8,13,221,4.3,Yes,5,32770,0.44,Yes
Lens & Light Studio,Photographers,Kegalle,Mid-Range,149700,3.6,6,60,6.3,Yes,4,4391,0.27,No
Radiant Bride Lanka,Attire & Beauty,Negombo,Budget,34000,3.2,14,224,31.9,No,1,4444,0.24,No
Forever Drive Lanka,Wedding Cars,Negombo,Mid-Range,20100,4.1,8,104,1.5,Yes,2,28911,0.37,Yes
Maestro Events Lanka,Entertainment,Trincomalee,Budget,25700,4.3,11,154,12.9,Yes,2,5640,0.38,Yes
Prism Photography Lanka,Photographers,Colombo,Budget,48200,3.6,13,247,14.4,No,1,4885,0.25,No
Ivory Wheels Lanka,Wedding Cars,Colombo,Mid-Range,35000,4.3,17,323,16.8,Yes,4,6751,0.46,Yes
Silver Note Band,Entertainment,Kandy,Premium,160100,4.1,8,192,3.4,Yes,3,44448,0.41,Yes
Blue Horizon Hall,Venues,Kalutara,Mid-Range,197800,3.9,7,168,18.7,Yes,2,11240,0.35,Yes
Capture Ceylon,Photographers,Negombo,Mid-Range,111600,4.2,6,114,2.9,Yes,3,7352,0.41,Yes
Serendib Auto Lanka,Wedding Cars,Colombo,Budget,10200,3.2,6,102,28.7,No,2,941,0.19,No
Rustic Charm Invites,Wedding Invitations,Colombo,Mid-Range,36700,3.6,7,112,13.4,Yes,4,11364,0.31,No
Bloom Stationery Lanka,Wedding Invitations,Kurunegala,Budget,4100,3.3,4,60,12.6,No,3,7144,0.22,No
Mihiri Bridal Couture,Attire & Beauty,Kandy,Premium,304700,4.1,18,350,6.9,Yes,4,100000,0.41,Yes
Kadamba Entertainment,Entertainment,Colombo,Mid-Range,128400,3.5,14,280,21.6,Yes,4,31145,0.27,Yes
Delice Cake Lanka,Wedding Cakes,Kegalle,Budget,12600,3.1,18,250,16.9,No,3,227,0.21,No
Thisara Visual Studio,Photographers,Kegalle,Premium,427100,4.0,5,40,4.5,Yes,6,62529,0.32,Yes
Amara Decor Lanka,Decorators,Galle,Mid-Range,181200,4.5,11,209,12.2,Yes,2,12015,0.5,Yes
Floral Bliss Decorators,Decorators,Colombo,Mid-Range,296700,3.9,16,240,20.3,No,2,3261,0.39,Yes
Siyara Cake Creations,Wedding Cakes,Ampara,Mid-Range,72300,4.5,11,99,10.7,Yes,5,20637,0.51,Yes
Thilina Banquet Hall,Venues,Nuwara Eliya,Mid-Range,433300,3.3,18,252,17.1,Yes,4,10444,0.19,Yes
Patisserie Ceylon,Wedding Cakes,Puttalam,Mid-Range,50800,4.9,15,120,6.7,Yes,4,8157,0.49,Yes
Prasanna Catering Services,Catering,Kegalle,Premium,553000,4.5,6,66,2.6,Yes,3,57592,0.44,Yes
Thilini Beauty Salon,Attire & Beauty,Matara,Premium,276700,3.8,15,195,2.9,Yes,6,32447,0.35,Yes
Tempo Lanka Band,Entertainment,Kalutara,Mid-Range,110800,4.0,8,192,5.8,Yes,4,6187,0.38,Yes
Vibe Events Lanka,Entertainment,Colombo,Budget,36500,2.9,2,26,28.1,No,2,11758,0.21,No
Islandwide Entertainment,Entertainment,Kalutara,Mid-Range,149400,3.9,10,240,22.8,No,2,8776,0.28,Yes
Milestone Photography,Photographers,Mullaitivu,Premium,334800,4.0,13,234,1.7,Yes,4,29788,0.37,Yes
Pearl Paper Studio,Wedding Invitations,Badulla,Mid-Range,16000,5.0,11,143,6.1,Yes,4,23941,0.51,Yes
Whisk & Frost Lanka,Wedding Cakes,Anuradhapura,Mid-Range,36900,3.5,9,171,5.8,Yes,5,5261,0.3,No
Bloom Cake Studio,Wedding Cakes,Kalutara,Mid-Range,63100,4.5,8,200,15.5,No,5,22475,0.39,Yes
First Class Limo Lanka,Wedding Cars,Negombo,Mid-Range,38100,4.3,12,288,19.2,Yes,2,32384,0.37,No
Pearls & Lace Boutique,Attire & Beauty,Kandy,Mid-Range,116300,3.5,15,180,1.7,Yes,5,43688,0.28,Yes
Script & Seal Lanka,Wedding Invitations,Hambantota,Mid-Range,36300,3.9,11,165,1.5,Yes,3,22961,0.41,Yes
Fusion Beats Lanka,Entertainment,Monaragala,Budget,33500,3.7,13,234,20.1,No,1,3679,0.29,No
Forever Ink Invitations,Wedding Invitations,Matara,Mid-Range,42300,4.6,3,69,10.9,No,4,16034,0.44,No
Thisaru Decor Studio,Decorators,Colombo,Mid-Range,169700,4.3,3,48,4.6,Yes,2,17573,0.36,Yes
The Heritage Hall Lanka,Venues,Gampaha,Mid-Range,405700,3.1,5,65,15.0,Yes,2,2802,0.18,No
Ama Bridal Studio,Attire & Beauty,Anuradhapura,Budget,27900,3.5,15,250,3.8,Yes,3,1862,0.24,Yes
Amora Cake Boutique,Wedding Cakes,Kandy,Mid-Range,70500,3.6,8,104,10.3,Yes,5,23773,0.22,No
Sunrise Print Lanka,Wedding Invitations,Badulla,Mid-Range,43900,4.0,8,136,4.1,No,5,14046,0.35,Yes
Nisha Bridal Collections,Attire & Beauty,Colombo,Mid-Range,124800,3.0,15,285,12.9,No,3,4531,0.22,No
Pearl Catering,Catering,Matara,Mid-Range,234800,4.3,13,117,13.7,Yes,4,8302,0.43,Yes
Golden Hour Lanka,Photographers,Negombo,Mid-Range,102900,4.4,12,252,1.7,Yes,2,29917,0.45,Yes
Dilini Makeup & Bridal,Attire & Beauty,Colombo,Budget,36400,2.8,12,144,19.3,No,1,9305,0.1,No
Lace & Letter Lanka,Wedding Invitations,Matale,Premium,82500,3.8,2,46,7.2,Yes,3,30313,0.36,Yes
Suranga Bridal House,Attire & Beauty,Anuradhapura,Mid-Range,71400,2.9,9,72,4.6,Yes,2,12283,0.15,No
Anoma Cake House,Wedding Cakes,Kalutara,Mid-Range,59900,3.8,18,342,2.9,Yes,3,3587,0.41,Yes
Amoda Catering,Catering,Colombo,Premium,892400,3.3,18,234,2.5,Yes,6,91922,0.32,Yes
Nayana Catering,Catering,Matara,Mid-Range,321500,4.3,11,242,9.0,No,5,13870,0.4,Yes
Sweet Layers Lanka,Wedding Cakes,Negombo,Budget,24500,2.3,15,250,31.2,Yes,1,8912,0.02,No
Shutter & Soul Photography,Photographers,Badulla,Premium,245500,4.2,18,144,2.2,Yes,4,26659,0.41,No
Sandagiri Venue Lanka,Venues,Badulla,Premium,1482300,3.8,6,126,4.6,Yes,3,52426,0.33,Yes
Prestige Drive Lanka,Wedding Cars,Kandy,Budget,17200,2.6,1,23,33.4,No,2,11993,0.17,No
Lakshika Bridal Atelier,Attire & Beauty,Badulla,Budget,36300,2.6,17,250,36.1,Yes,2,2227,0.09,No
Eden Event Decor,Decorators,Colombo,Budget,40500,3.9,8,144,13.4,No,2,12413,0.44,Yes
Sachith Photography,Photographers,Monaragala,Budget,56700,2.3,8,96,36.1,No,1,723,0.11,No
Bloom Bridal Studio,Attire & Beauty,Galle,Budget,25500,3.8,8,96,26.7,Yes,2,1869,0.35,Yes
Divya Beauty Lounge,Attire & Beauty,Colombo,Budget,40000,4.0,13,208,10.4,Yes,1,511,0.42,Yes
Frame Perfect Lanka,Photographers,Jaffna,Mid-Range,155900,3.7,4,76,15.2,Yes,4,20660,0.27,Yes
Chamara Decorators,Decorators,Negombo,Premium,655200,4.4,18,350,5.4,Yes,4,63196,0.4,No
Sunrise Catering Lanka,Catering,Mannar,Budget,147300,3.3,18,250,10.7,Yes,2,7319,0.2,Yes
Crystal Car Hire,Wedding Cars,Kandy,Mid-Range,54700,4.2,9,81,19.9,Yes,4,30476,0.4,Yes
Hasini Bridal Fashion,Attire & Beauty,Badulla,Mid-Range,90600,3.9,18,180,15.5,Yes,2,11836,0.43,Yes
Shanth Entertainment,Entertainment,Anuradhapura,Mid-Range,50700,4.2,3,48,6.5,Yes,5,20101,0.37,Yes
Luxe Decor Lanka,Decorators,Kalutara,Premium,604500,4.2,2,48,2.8,Yes,3,40963,0.42,Yes
Pristine Event Decor,Decorators,Gampaha,Mid-Range,235900,4.7,7,175,8.1,No,4,13013,0.56,Yes
Kavisha Beauty Studio,Attire & Beauty,Gampaha,Mid-Range,97400,4.3,5,100,2.2,Yes,2,40039,0.42,Yes
Rhythm Lanka Band,Entertainment,Kandy,Mid-Range,96200,2.8,5,75,4.2,Yes,2,8476,0.19,No
Sugar & Spice Cakes Lanka,Wedding Cakes,Ampara,Budget,22600,3.9,4,88,28.1,Yes,3,5335,0.31,No
Starlight Entertainment,Entertainment,Galle,Budget,19500,3.5,8,160,16.9,Yes,2,4806,0.24,Yes
Regal Print Studio,Wedding Invitations,Trincomalee,Premium,150000,4.1,18,234,1.8,Yes,4,72358,0.41,Yes
Sanda Stationery Lanka,Wedding Invitations,Gampaha,Premium,95100,3.9,12,156,6.5,Yes,5,100000,0.26,Yes
Golden Palm Venue,Venues,Ratnapura,Mid-Range,300800,3.1,12,264,20.2,Yes,4,7141,0.17,Yes
Cloud Nine Cakes,Wedding Cakes,Jaffna,Mid-Range,50500,4.2,12,168,15.7,No,2,11056,0.32,Yes
Cinnamon Gardens Hall,Venues,Galle,Budget,111400,3.4,9,99,32.5,No,1,393,0.22,No
Melody Makers Lanka,Entertainment,Colombo,Mid-Range,139300,5.0,13,325,12.7,No,5,29740,0.5,Yes
Dinemore Catering,Catering,Kandy,Mid-Range,323700,4.1,13,143,8.7,No,3,2943,0.45,Yes
Bloom & Blossom Decor,Decorators,Kalutara,Budget,37800,2.8,10,100,23.5,No,1,2272,0.21,No
Kaushi Cake Studio,Wedding Cakes,Jaffna,Budget,19800,3.7,12,192,23.1,Yes,3,488,0.25,Yes
Chaminda Catering,Catering,Colombo,Budget,146400,4.3,6,60,33.3,Yes,2,9365,0.49,Yes
The Manor Lanka,Venues,Vavuniya,Budget,83000,3.1,9,216,18.9,No,3,1043,0.15,No
Lakeview Banquet Lanka,Venues,Colombo,Budget,86200,3.4,15,250,8.2,No,3,2205,0.32,No
Viceroy Motors Lanka,Wedding Cars,Kegalle,Budget,13700,3.5,6,78,17.3,No,2,3850,0.35,No
Vision Studio Lanka,Photographers,Matara,Budget,38600,4.0,15,250,24.5,Yes,3,2432,0.32,Yes
Graceful Rides Lanka,Wedding Cars,Kandy,Mid-Range,22500,4.6,16,288,1.9,Yes,3,28320,0.48,Yes
Velvet Crumb Cakes,Wedding Cakes,Negombo,Premium,109600,4.5,13,260,3.8,Yes,5,100000,0.48,Yes
Lotus Flower Decorators,Decorators,Kalutara,Premium,782300,5.0,12,144,6.2,Yes,5,71158,0.47,Yes
Elite Fleet Lanka,Wedding Cars,Kandy,Mid-Range,20300,4.1,18,414,7.9,No,5,39194,0.37,Yes
Regal Gardens Lanka,Venues,Hambantota,Budget,96600,2.9,15,250,9.1,Yes,1,2235,0.11,No
Enchanted Events Lanka,Decorators,Batticaloa,Mid-Range,136300,4.0,2,26,10.7,No,4,1250,0.37,No
Dulari Bridal World,Attire & Beauty,Ratnapura,Mid-Range,142000,4.2,1,19,7.2,Yes,5,9676,0.45,No
Island Sweet Creations,Wedding Cakes,Polonnaruwa,Premium,149900,3.5,2,42,1.1,Yes,4,20885,0.28,No
Radiant Decor Studio,Decorators,Kurunegala,Premium,382800,4.7,9,135,5.8,Yes,4,13025,0.43,Yes
Live Beat Productions,Entertainment,Colombo,Mid-Range,102100,3.8,9,189,3.3,Yes,5,3067,0.32,Yes
Suyama Car Services,Wedding Cars,Kurunegala,Mid-Range,25400,3.7,8,184,23.5,Yes,4,17628,0.32,Yes
Bridal Fleet Lanka,Wedding Cars,Negombo,Budget,18900,3.6,18,250,8.0,No,3,10965,0.37,Yes
Regal Tier Cakes,Wedding Cakes,Colombo,Premium,115000,4.8,7,112,7.7,Yes,6,43820,0.49,Yes
Jasmine Hall Lanka,Venues,Colombo,Budget,91700,2.5,10,150,11.6,No,3,10862,0.16,No
Eternity Shots,Photographers,Anuradhapura,Budget,54800,3.7,7,112,24.2,No,1,5033,0.31,No
Serenity Decorators,Decorators,Puttalam,Premium,525200,4.5,16,272,8.7,Yes,4,62852,0.49,Yes
Nishantha Catering House,Catering,Kurunegala,Budget,79000,2.9,8,144,33.8,No,3,4491,0.22,No
Heritage Invites Lanka,Wedding Invitations,Jaffna,Budget,7400,3.1,12,180,11.4,Yes,2,2802,0.15,No
Sunset Venue Lanka,Venues,Puttalam,Mid-Range,381000,3.4,7,84,10.0,Yes,5,19410,0.32,Yes
Amara Paper Works,Wedding Invitations,Matara,Budget,14500,2.9,6,72,4.3,No,3,4611,0.16,No
Sapphire Decor Lanka,Decorators,Colombo,Premium,307100,4.5,4,52,2.5,Yes,4,100000,0.39,Yes
Serenade Entertainment,Entertainment,Kurunegala,Mid-Range,83200,3.4,8,64,11.0,No,3,12216,0.26,No
Pearl Auto Lanka,Wedding Cars,Gampaha,Premium,181800,4.4,6,54,6.9,Yes,4,31307,0.53,Yes
The Pavilion Lanka,Venues,Gampaha,Mid-Range,321000,4.0,16,176,22.1,Yes,4,29764,0.38,Yes
Luxury Rides Lanka,Wedding Cars,Colombo,Budget,18800,4.1,8,112,11.2,Yes,2,13152,0.47,Yes
Dream Decor Creations,Decorators,Kandy,Budget,43100,2.3,7,175,35.3,Yes,1,14993,0.01,No
Sanda Catering Lanka,Catering,Gampaha,Budget,171600,3.8,3,24,6.7,Yes,3,14230,0.25,No
Royal Motor Weddings,Wedding Cars,Kandy,Premium,124500,3.4,14,210,6.8,Yes,6,63073,0.22,No
Dimuth Photography,Photographers,Colombo,Mid-Range,160300,4.4,7,84,6.4,Yes,3,17203,0.43,Yes
Classic Ceylon Cars,Wedding Cars,Hambantota,Premium,147900,4.8,11,99,6.5,Yes,5,74660,0.44,Yes
Chamindi Cake House,Wedding Cakes,Batticaloa,Mid-Range,67300,4.6,2,24,7.0,Yes,3,13231,0.55,Yes
Harmony Events Lanka,Entertainment,Galle,Mid-Range,95100,4.0,14,196,8.9,Yes,5,17080,0.29,Yes
Blossom Bake Studio,Wedding Cakes,Anuradhapura,Mid-Range,35700,3.5,2,44,22.9,Yes,2,18515,0.27,No
Premium Wheels Lanka,Wedding Cars,Colombo,Premium,68800,4.1,2,24,0.5,Yes,5,100000,0.43,Yes
Delight Cakes Lanka,Wedding Cakes,Kandy,Mid-Range,45900,4.0,12,120,18.9,Yes,5,36943,0.43,Yes
Amara Banquet Hall,Venues,Trincomalee,Mid-Range,404800,3.8,8,192,11.4,Yes,4,19739,0.35,Yes
Royal Feast Catering,Catering,Colombo,Premium,536700,4.1,12,168,5.5,Yes,3,94288,0.34,Yes
Malisha Cake Designs,Wedding Cakes,Negombo,Budget,14300,3.4,13,182,3.7,No,3,10625,0.18,Yes
Sundara Cake Studio,Wedding Cakes,Colombo,Mid-Range,52900,4.3,6,48,9.1,Yes,5,21497,0.38,Yes
Royal Icing Lanka,Wedding Cakes,Colombo,Premium,134100,4.6,4,32,5.9,Yes,6,100000,0.44,Yes
Elegance Auto Lanka,Wedding Cars,Colombo,Mid-Range,29600,3.6,7,105,3.6,Yes,4,21195,0.33,Yes
Grand Ceylon Venue,Venues,Colombo,Mid-Range,211000,4.1,7,133,24.2,Yes,4,6926,0.42,Yes
Ceylon Script Studio,Wedding Invitations,Colombo,Mid-Range,15500,3.6,4,36,6.2,Yes,4,27586,0.33,No
Nelum Decorators,Decorators,Puttalam,Mid-Range,177300,3.2,2,30,15.5,Yes,3,6518,0.27,No
Sweet Creations Lanka,Wedding Cakes,Monaragala,Budget,15700,2.4,15,250,24.1,Yes,2,3047,0.1,No
Candid Moments Lanka,Photographers,Jaffna,Budget,45700,3.0,4,84,3.4,Yes,2,4134,0.21,Yes
The Grand Pavilion Lanka,Venues,Colombo,Mid-Range,492900,4.5,8,136,15.9,Yes,3,9152,0.41,No
Bake House Colombo,Wedding Cakes,Matara,Mid-Range,29500,4.1,1,9,17.3,Yes,2,11573,0.41,Yes
White Rose Limo Lanka,Wedding Cars,Matale,Mid-Range,52000,3.6,9,81,13.0,No,4,5443,0.23,No
Sugared Bliss Cakes,Wedding Cakes,Nuwara Eliya,Mid-Range,79900,3.3,1,17,9.0,No,5,15786,0.23,No
Infinite Lens Studio,Photographers,Ratnapura,Mid-Range,87900,3.4,4,92,21.2,Yes,4,14065,0.31,No
Ravindu Photography,Photographers,Trincomalee,Mid-Range,122600,4.9,17,238,8.6,Yes,5,24357,0.49,Yes
Crystal Ballroom Lanka,Venues,Gampaha,Mid-Range,475100,4.0,4,96,5.1,Yes,2,34995,0.36,Yes
Crescendo Band Lanka,Entertainment,Colombo,Mid-Range,105400,3.4,9,108,12.0,No,4,33684,0.24,No
Elegant Touch Decor,Decorators,Anuradhapura,Mid-Range,270000,4.1,10,220,3.2,Yes,5,2358,0.42,Yes
